№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес;X;Y
2927;Дом, где в 1887-1895 гг. жил писатель Лесков Н.С.;116415.47;95353.38;Фурштатская ул., 50;29.9871318407;60.1349274041
2928;Дом Варгунина К.А.;116453.27;95375.73;Фурштатская ул., 52;29.9875338852;60.1352667159
2929;Дом жилой с флигелями;116451.27;95366.73;Фурштатская ул., 52;29.9873719408;60.1352487493
2930;Ворота;116437.54;95339.01;Фурштатская ул., 52;29.9868731804;60.1351254668
2931;Особняк Спиридонова Н.В.;116539.90;95367.24;Фурштатская ул., 58;29.9873808074;60.1360442455
2932;Главный дом;116525.95;95352.84;Фурштатская ул., 58;29.9871217288;60.1359190123
2933;Сад;116510.62;95348.18;Фурштатская ул., 58;29.9870379274;60.1357814102
2934;Флигель с зимним садом;116550.34;95352.58;Фурштатская ул., 58;29.9871169629;60.1361379234
2935;Флигель с конюшней и экипажным сараем;116537.60;95376.75;Фурштатская ул., 58;29.9875519481;60.1360236184
2936;Ограда;116515.28;95337.93;Фурштатская ул., 58;29.9868534628;60.1358232173
2937;Дом Спиридонова Н.В. с флигелем;116565.73;95356.85;Фурштатская ул., 60;29.9871937472;60.1362760633
2938;Особняк Матавкина (С.С.Боткина) (с оградой);116583.99;95361.57;Фурштатская ул., 62/9, лит. А;29.9872786198;60.1364399636
2939;Дом, где в 1907 г. жил Бонч-Бруевич В.Д.;117073.07;93603.96;Херсонская ул., 1;29.955644051;60.1408228071
2940;Квартира, в которой жил историк академик Бонч-Бруевич Владимир Дмитриевич;117123.80;93575.16;Херсонская ул., 5-7, кв. 9;29.9551250954;60.1412779563
2941;Александровские ворота Охтинских пороховых заводов;122570.59;97947.95;Химиков ул., 20, соор. 1, лит. А;30.0338760248;60.1901686145
2942;Ваза;110870.97;99032.69;Центральная аллея парка;30.0532588676;60.0851527871
2943;Ваза с барельефом;110870.97;99032.69;Центральная аллея парка;30.0532588676;60.0851527871
2944;Ваза с рельефом;110870.97;99032.69;Центральная аллея парка;30.0532588676;60.0851527871
2945;"Статуя ""Галина Уланова""";110870.97;99032.69;Центральная аллея парка;30.0532588676;60.0851527871
2946;"Статуя ""Дискобол""";110870.97;99032.69;Центральная аллея парка;30.0532588676;60.0851527871
2947;"Статуя ""Метательница диска""";110870.97;99032.69;Центральная аллея парка;30.0532588676;60.0851527871
2948;Бывш. дом Бутурлиной;115349.74;95537.25;Чайковского ул., 10;29.9904433213;60.1253622625
2949;Особняк Строгановой А.Д.;115379.02;95447.93;"Чайковского ул., 11; Моховая ул., 2";29.9888364346;60.1256249358
2950;Новый придворно-служительский дом;115095.40;95495.94;Чайковского ул., 2/7, лит. А;29.9897009175;60.1230793823
2951;Придворно-прачечный дом с придворно-прачечным заведением;114956.57;95505.81;Чайковского ул., 2/7, лит. А;29.9898788505;60.1218333303
2952;Особняк Кельха А.Ф. (Александрова И.М.) с дворовыми флигелями;115892.43;95510.97;Чайковского ул., 28;29.9899690463;60.1302331264
2953;Особняк Трубецкого П.Н. (Нарышкиных) с дворовыми флигелями;115754.30;95437.42;"Чайковского ул., 29; Друскенинкский пер., 2";29.9886461812;60.1289932353
2954;Особняк Кочубея Л.В. (Нечаева-Мальцева Ю.С.) с дворовыми флигелями;115939.28;95514.15;Чайковского ул., 30;29.9900261301;60.1306536315
2955;Дом Челищева (Мануса);115796.66;95438.85;Чайковского ул., 31;29.9886717751;60.1293734385
2956;Дом Вейнера П.П.;116104.54;95517.51;"Чайковского ул., 38; Чернышевского пр., 9";29.9900861262;60.1321369221
2957;Дом Кокошкина;115242.78;95506.66;"Чайковского ул., 4; Гагаринская ул., 8";29.989893333;60.1244022036
2958;Особняк А.С. Юрьевича;115935.98;95437.74;Чайковского ул., 45, лит. А;29.9886513647;60.1306238993
2959;Дом Барятинских (Великой княгини Ольги Александровны);116317.54;95524.84;Чайковского ул., 46-48;29.9902174324;60.1340487065
2960;Дом жилой с флигелями;116308.89;95511.04;Чайковского ул., 46-48;29.9899691402;60.1339710497
2961;Сад;116317.17;95522.92;Чайковского ул., 46-48;29.990182885;60.1340453829
2962;Дом П.Г. Гулина;116228.8478;95438.0081;Чайковского ул., 61, лит. А;29.9886552639;60.1332525252
2963;Особняк Дубенской (А.С.Дубасовой);116584.02;95501.86;Чайковского ул., 62, лит. А;29.9898031735;60.136440456
2964;Дом А. и К. Шрейберов;116269.2819;95439.4919;Чайковского ул., 63, лит. А;29.9886818353;60.1336154424
2965;Дом Соболевых;116500.64;95436.72;Чайковского ул., 79, лит. А;29.9886312267;60.1356919843
2966;Дом В.П. Лихачева;116590.67;95418.71;Чайковского ул., 83/7, литера А;29.9883068468;60.1365000164
2967;Школа;114490.27;97456.32;Чапаева ул., 24;30.0249600807;60.1176461616
2968;Манеж;114379.08;97721.43;Чапаева ул., 26;30.02972719;60.1166472015
2969;Кузница;114512.69;97526.94;Чапаева ул., 26;30.0262303394;60.1178471489
2970;Госпиталь;114527.73;97611.58;Чапаева ул., 28;30.0277527111;60.1179818328
2971;Придворно-конюшенный госпиталь;114309.14;94460.13;Чебоксарский пер., 1/6, лит. А;29.9710750554;60.1160195239
2972;"Дача Воронцова ""Новознаменка""";103412.18;84223.83;Чекистов ул., 13;29.7876154307;60.0180453856
2973;"""Готический дом""";103400.76;84108.06;Чекистов ул., 13;29.7855402533;60.0179395281
2974;Главный дом;103442.56;84176.32;Чекистов ул., 13;29.7867617829;60.0183166896
2975;Парк с прудом;103752.12;84216.01;Чекистов ул., 13;29.7874556034;60.0210963116
2976;Усадьба Миниха;103065.90;84280.73;Чекистов ул., 19;29.7886555513;60.0149389648
2977;Главный дом;103036.09;84270.77;Чекистов ул., 19;29.7884786889;60.0146711171
2978;Парк с прудом;103017.04;84338.35;Чекистов ул., 19;29.7896914124;60.0145020688
2979;Усадьба Демидова П.;104153.43;84269.38;Чекистов ул., 3;29.7883896054;60.0246998294
2980;Парк с прудом;104144.35;84225.44;Чекистов ул., 3;29.7876020936;60.0246170658
2981;Главный дом;104134.76;84175.78;Чекистов ул., 3, корп. 1;29.7867120314;60.0245295543
2982;"Пруды дачи ""Новознаменка""";103300.22;83739.29;"Чекистов ул.; Ветеранов пр.";29.7789339888;60.0170262165
2983;Механические и слесарные мастерские Пиротехнической школы (Механический завод Титовых);124078.24;99142.10;Челябинская ул., 2, лит. А;30.0554228576;60.2036931336
2984;Мост Малибанский;91052.73;88858.97;Через Большой (Самсоновский) канал;29.8711595287;59.9072185568
2985;Мост Марлинский;91025.80;88760.39;Через Большой (Самсоновский) канал в створе Марлинской аллеи;29.8693987526;59.9069751032
2986;Мост Аларчин;112127.65;92572.29;Через Грибоедова канал по Английскому пр.;29.9371614028;60.0964277327
2987;Обелиски с фонарями Подъяческого моста;113155.47;93266.76;Через Грибоедова канал по оси Фонарного пер.;29.9496292589;60.1056582988
