№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес
1692;Особняк З.Д. Мишукова (М.И. Алексеевой);114030.70;95153.99;Мошков пер., 2, лит. А
1693;Дом жилой;114270.06;95266.66;Мраморный пер.
1694;"Скульптура ""Геракл Фарнезский""";110145.08;98992.31;Мыс 4-го Южного пруда
1695;Съезжий дом и пожарная команда Рождественской части;117046.00;93746.57;Мытнинская ул., 3, лит. А
1696;Дом П.М. Станового;117142.33;93940.12;Мытнинская ул., 5/2, лит. А
1697;Дом Сутугиных;113090.86;92974.08;"наб. кан. Грибоедова 106; пр. Римского-Корсакова, 12"
1698;Дом И. Вальха, в котором в 1816-1818 годах жил А.С. Грибоедов;113021.85;93044.38;"наб. кан. Грибоедова, 104; пр. Римского-Корсакова, 25; Средняя Подъяческая ул., 15"
1699;Жилой дом с флигелем;111883.80;92281.14;наб. кан. Грибоедова, 174, лит. А
1700;Здание Школы народного искусства;114483.87;94865.91;наб. кан. Грибоедова, 2, лит. А
1701;Здание Пробирной палаты и Пробирного училища;113787.45;93648.27;"наб. кан. Грибоедова, 51; Казанская ул., 28"
1702;"Особняк М.А. Горчакова (здание товарищества нефтяного производства ""Братья Нобель"")";114400.63;94451.39;наб. кан. Грибоедова, 6/2, лит. А
1703;Дом Н. Семенова;113654.33;93137.56;"наб. кан. Грибоедова, 62; Садовая ул., 45; Кокушкин пер., 2"
1704;Дом С.О. Китнера;113277.14;93280.25;наб. кан. Грибоедова, 79/23, лит. А
1705;Дом А.Н. Бебутовой;112800.26;92383.93;"наб. Крюкова кан., 27, литера А; пер. Макаренко, 10, литера А"
1706;Дом К.Л. Дворжак;112937.23;92339.72;"наб. Крюкова кан., 28; наб. р. Фонтанки, 141"
1707;Особняк А.М. Бракгаузен (Л.К. Эстеррейха);111991.13;94343.08;наб. Лейтенанта Шмидта, 3, лит. А
1708;Здание Балтийского вокзала;112778.80;91041.36;наб. Обводного кан., 120, лит. Б
1709;Особняк П.П.Михеева;113499.65;91317.87;наб. Обводного кан., 151
1710;Особняк Т.Дылева (с палисадником);113431.11;91303.27;наб. Обводного кан., 155, лит. А
1711;Дом просветительных учреждений в память 19 февраля 1861 года;112522.78;91343.29;наб. Обводного кан., 181, лит. А
1712;Главное производственное здание Российской бумагопрядильной мануфактуры;111286.16;91373.15;наб. Обводного кан., 223-225, лит. С
1713;Дом Клейнмихель со службой, участком парка и оградой;111438.03;98755.84;Наб. р. Крестовки, 12
1714;Главное здание (бывший Смирительный и работный дом);111591.87;93182.19;наб. р. Мойки, 126, лит. А
1715;Больница для душевнобольных св. Николая Чудотворца (с садом);111581.96;93206.39;наб. р. Мойки, 126, лит. А, Б, Д
1716;Кухонный корпус;111616.10;93123.04;наб. р. Мойки, 126, лит. Б
1717;Никольская часовня для панихид;111692.53;93116.34;наб. р. Мойки, 126, лит. Д
1718;"Здание ресторана ""Донон"" (""Павел Донон, Бетан и Татары"") с садом";114037.43;94664.18;наб. р. Мойки, 24, лит. Б
1719;Жилой дом Государственного контролера;113192.54;93684.77;"наб. р. Мойки, 74, лит. А (за исключением помещений: 4-Н, 6-Н, 7-Н, 8-Н, 9-Н, 10-Н, 11-Н, 13-Н, 14-Н; квартир №№ 56, 60, 62, 64, 65, 67, 68, 69, 70, 75)"
1720;Воронинские бани;113029.29;93608.49;наб. р. Мойки, 82, лит. В
1721;Здание Военной Коллегии (Главного военно-судного управления и Николаевского кадетского корпуса);112705.00;93485.02;наб. р. Мойки, 96, лит. А, за исключением помещений 31-Н, 13-Н, 21-Н в границах капитальных стен
1722;Жилой дом для чиновников Военной Коллегии (Аудиторское училище, Николаевский кадетский корпус);112760.17;93314.82;"наб. р. Мойки, 96, лит. В, помещения Л-2 и Л-3 в уровнях 1, 2 и 3 этажей; помещения 5-Н, 6-Н, 7-Н, 8-Н, 9-Н, 10-Н (1-8, 17-19), 25-Н, 26-Н (1, 7-12, 13 (восточ. часть), 15-17), 29-Н (7-9, 10 (запад. часть), 11-17) в границах капитальных стен"
1723;Здание Архива Военной Коллегии;112749.80;93411.80;наб. р. Мойки, 96, лит. Д
1724;Комплекс зданий Военной Коллегии (Главного военно-судного управления и Николаевского кадетского корпуса);112752.47;93411.49;"наб. р. Мойки, 96; ул. Декабристов, 23"
1725;Дом К.Я.Маевского;113882.48;92629.73;наб. р. Фонтанки, 110, лит. А, Б
1726;"Дом жилой И.Форша. Здесь в музыкальном салоне Ю.Ф.Абаза состоялось первое исполнение оперы П.И.Чайковского ""Евгений Онегин""";115216.87;94120.43;наб. р. Фонтанки, 23, лит. А
