№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес
957;Набережные и мосты Екатерининского канала (ныне канала Грибоедова);93250.60;113149.48;По обоим берегам Грибоедова канала, от р. Мойки до р. Фонтанки
958;"Дом, где жили: в 1845-1846 гг. поэт Некрасов Николай Алексеевич (кв. 7); в 1853-1854 гг. революционный демократ, писатель и публицист Чернышевский Николай Гаврилович (кв. 6); в 1855-1860 гг. писатель Тургенев Иван Сергеевич";93561.88;115706.92;Поварской пер., 13, кв. 6 и 7
959;Дом В.В. Васильевой;92249.5646;114078.2552;Подольская ул., 1-3-5, лит. А
960;Здания при Латышской лютеранской церкви Христа Спасителя;92290.78;114125.19;"Подольская ул., 2; Загородный пр., 64"
961;Главное здание военно-автомобильной школы;92581.77;114628.60;Подъездной пер., 4, лит. А
962;Особняк Соловейчик с участком парка;98810.75;111601.93;Полевая аллея, 1
963;Особняк Мельцера с участком парка;98893.78;111652.29;Полевая аллея, 8
964;Институт Санкт-Петербургский Политехнический императора Петра Великого;102091.84;117032.03;"Политехническая ул., 29; Гидротехников ул.; Гжатская ул.; Фаворского ул."
965;Еленинская женская раковая больница им. А.Г. и Е.И. Елисеевых;102537.76;116553.91;Политехническая ул., 32, лит. А, Р
966;Здание Кушелевского хлебозавода;100622.36;116315.74;Политехническая ул., д. 11, лит. И
967;Здание Управления городского телефона и телеграфа;93828.72;112782.07;"Почтамтская ул., 15; ул. Якубовича, 18"
968;Дворец Безбородко А.А.;93924.01;112967.01;"Почтамтская ул., 7; Почтамтский пер., 4; Якубовича ул., 6, лит. А"
969;Дом К.Н. Корфа;93872.97;113050.20;Почтамтская ул., 8, лит. А
970;Главный почтамт с аркой;93887.83;112883.49;"Почтамтская ул., 9; Почтамтский пер., 3; Якубовича ул., 12"
971;Комплекс построек стадиона «Динамо»;97762.31;110814.55;пр. Динамо, 44, лит. А, К
972;Артиллерийская лаборатория (Петербургский окружной склад огнестрельных припасов);99568.16;117367.51;пр. Маршала Блюхера, 12, лит. Е, Ж, АЦ, ГЮ, С, АХ, БС, БТ
973;Часовня церкви Божией Матери Всех Скорбящих Радости;91734.04;118835.74;пр. Обуховской Обороны, 24
974;"Прокатная и сталелитейная мастерская ""Невского железоделательного, механического и корабельного завода"" (""Невского железопрокатного завода"" П.Ф. Семянникова и В.А. Полетики)";90825.38;119702.22;пр. Обуховской Обороны, 38, часть литеры В (В4, В6), помещения 1-Н (28, 30-41, 43-55), 5-Н (29, 30), 6-Н (1, 2), 7-Н (1-17)
975;Церковь св. Исидора Юрьевского с церковным домом Эстонского православного братства;92710.33;112405.89;"пр. Римского-Корсакова, 24; Лермонтовский пр., 11"
976;Дом Н. Семенова (статс-секретариата Великого княжества Финляндского);92909.23;112727.97;пр. Римского-Корсакова, 39, лит. А
977;Станция метро “Кировский завод” (с перронным залом);88003.37;110735.12;пр. Стачек, 70, лит. А
978;"Станция метро ""Автово"" (с перронным залом)";86623.64;110704.21;пр. Стачек, 90, корпус 2, лит. А
979;Училищный совет при Синоде с церковью благоверного князя Александра Невского и школой;92771.38;115050.22;Правды ул., 13
